1680175916,2023,03,30,13,31,56,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=clientes,,tabla:clientes|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175923,2023,03,30,13,32,03,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=lineaspedido,,tabla:lineaspedido|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175924,2023,03,30,13,32,04,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=destacados,,tabla:destacados|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175925,2023,03,30,13,32,05,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=clientes,,tabla:clientes|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175926,2023,03,30,13,32,06,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=categorias,,tabla:categorias|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175927,2023,03,30,13,32,07,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=lineaspedido,,tabla:lineaspedido|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175928,2023,03,30,13,32,08,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=pedidos,,tabla:pedidos|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175928,2023,03,30,13,32,08,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=productos,,tabla:productos|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175929,2023,03,30,13,32,09,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=usuarios,,tabla:usuarios|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175951,2023,03,30,13,32,31,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=productos,,tabla:productos|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175953,2023,03,30,13,32,33,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?operacion=crear&tabla=productos,,operacion:crear|tabla:productos|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175963,2023,03,30,13,32,43,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?operacion=procesacrear&tabla=productos,Identificador:|nombre:otros pantalones|descripcion:otros pantalones|precio:11|imagen:|existencias:11|,operacion:procesacrear|tabla:productos|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175968,2023,03,30,13,32,48,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/76-Proyecto/admin/panel.php?tabla=productos,,tabla:productos|,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680594902,2023,04,04,09,55,02,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=clientes,,tabla:clientes|,carrito:[]|usuario:josevicente|
1680594903,2023,04,04,09,55,03,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=destacados,,tabla:destacados|,carrito:[]|usuario:josevicente|
1680594904,2023,04,04,09,55,04,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=lineaspedido,,tabla:lineaspedido|,carrito:[]|usuario:josevicente|
1680594905,2023,04,04,09,55,05,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=pedidos,,tabla:pedidos|,carrito:[]|usuario:josevicente|
1680594907,2023,04,04,09,55,07,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=productos,,tabla:productos|,carrito:[]|usuario:josevicente|
1680595239,2023,04,04,10,00,39,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=blog,,tabla:blog|,carrito:[]|usuario:josevicente|
1680595241,2023,04,04,10,00,41,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=blogcategorias,,tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680595384,2023,04,04,10,03,04,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=crear&tabla=blogcategorias,,operacion:crear|tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680595465,2023,04,04,10,04,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=crear&tabla=blogcategorias,,operacion:crear|tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680595476,2023,04,04,10,04,36,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=crear&tabla=blogcategorias,,operacion:crear|tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680595482,2023,04,04,10,04,42,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=procesacrear&tabla=blogcategorias,Identificador:|categoria:Principal|FK_blogcategorias_categoria:|,operacion:procesacrear|tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680595487,2023,04,04,10,04,47,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=blogcategorias,,tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680595523,2023,04,04,10,05,23,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=blog,,tabla:blog|,carrito:[]|usuario:josevicente|
1680595525,2023,04,04,10,05,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=crear&tabla=blog,,operacion:crear|tabla:blog|,carrito:[]|usuario:josevicente|
1680595533,2023,04,04,10,05,33,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=procesacrear&tabla=blog,Identificador:|titulo:|texto:|fecha:|FK_usuarios_nombre:|imagen:|FK_blogcategorias_categoria:|,operacion:procesacrear|tabla:blog|,carrito:[]|usuario:josevicente|
1680595562,2023,04,04,10,06,02,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=blog,,tabla:blog|,carrito:[]|usuario:josevicente|
1680595564,2023,04,04,10,06,04,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=crear&tabla=blog,,operacion:crear|tabla:blog|,carrito:[]|usuario:josevicente|
1680595624,2023,04,04,10,07,04,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?operacion=procesacrear&tabla=blog,Identificador:|titulo:Primer articulo|texto:Este es el texto del primer articulo|fecha:1680595592|FK_usuarios_nombre:1|imagen:|FK_blogcategorias_categoria:1|,operacion:procesacrear|tabla:blog|,carrito:[]|usuario:josevicente|
1680595629,2023,04,04,10,07,09,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/admin/panel.php?tabla=blog,,tabla:blog|,carrito:[]|usuario:josevicente|
1680596043,2023,04,04,10,14,03,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?tabla=paginas,,tabla:paginas|,carrito:[]|usuario:josevicente|
1680596049,2023,04,04,10,14,09,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?operacion=crear&tabla=paginas,,operacion:crear|tabla:paginas|,carrito:[]|usuario:josevicente|
1680596069,2023,04,04,10,14,29,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?operacion=procesacrear&tabla=paginas,Identificador:|titulo:Sobre mi|texto:En esta página te voy a hablar sobre mi|imagen:|,operacion:procesacrear|tabla:paginas|,carrito:[]|usuario:josevicente|
1680596074,2023,04,04,10,14,34,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?tabla=paginas,,tabla:paginas|,carrito:[]|usuario:josevicente|
1680596125,2023,04,04,10,15,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?tabla=paginas,,tabla:paginas|,carrito:[]|usuario:josevicente|
1680596137,2023,04,04,10,15,37,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?tabla=paginas,,tabla:paginas|,carrito:[]|usuario:josevicente|
1680596138,2023,04,04,10,15,38,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?operacion=crear&tabla=paginas,,operacion:crear|tabla:paginas|,carrito:[]|usuario:josevicente|
1680596159,2023,04,04,10,15,59,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?operacion=procesacrear&tabla=paginas,Identificador:|titulo:Servicios|texto:Esta es la página de info de nuestros servicios|imagen:|,operacion:procesacrear|tabla:paginas|,carrito:[]|usuario:josevicente|
1680596164,2023,04,04,10,16,04,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/admin/panel.php?tabla=paginas,,tabla:paginas|,carrito:[]|usuario:josevicente|
1680596919,2023,04,04,10,28,39,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php,,,carrito:[]|usuario:josevicente|
1680596967,2023,04,04,10,29,27,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php,,,carrito:[]|usuario:josevicente|
1680596979,2023,04,04,10,29,39,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php,,,carrito:[]|usuario:josevicente|
1680596985,2023,04,04,10,29,45,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php?tabla=blog,,tabla:blog|,carrito:[]|usuario:josevicente|
1680596986,2023,04,04,10,29,46,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php?tabla=blogcategorias,,tabla:blogcategorias|,carrito:[]|usuario:josevicente|
1680596987,2023,04,04,10,29,47,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php?tabla=categorias,,tabla:categorias|,carrito:[]|usuario:josevicente|
1680596987,2023,04,04,10,29,47,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/83-Proyecto/admin/panel.php?tabla=clientes,,tabla:clientes|,carrito:[]|usuario:josevicente|
